name,type_of_meteorite,mass_g,fell_found,year,database,coordinate_1,coordinates_2,cartodb_id,created_at,updated_at,year_date,long,lat,geojson
Marisol Berrios-Miranda,Visiting Scholar,1,University of Washington,2001,http://ppfp.ucop.edu/info/,47.66,-122.3,462,56:02.8,11:51.9,1/1/1967 0:00,-122.3,47.66,"{""type"":""Point"",""coordinates"":[-122.3,47.66]}"
Louis Chude-Sokei,Associate Professor,1,University of Washington,1995,http://ppfp.ucop.edu/info/,47.66,-122.3,463,56:02.8,11:51.9,1/1/1967 0:00,-122.3,47.66,"{""type"":""Point"",""coordinates"":[-122.3,47.66]}"
Michelle Habell-Pallan,Associate Professor,1,University of Washington,1997,http://ppfp.ucop.edu/info/,47.66,-122.3,464,56:02.8,11:51.9,1/1/1967 0:00,-122.3,47.66,"{""type"":""Point"",""coordinates"":[-122.3,47.66]}"
Sarah L. Keller,Adjunct Professor,1,University of Washington,1995,http://ppfp.ucop.edu/info/,47.66,-122.3,465,56:02.8,11:51.9,1/1/1967 0:00,-122.3,47.66,"{""type"":""Point"",""coordinates"":[-122.3,47.66]}"
Guadalupe Friaz,Associate Professor,1,University of Washington,1988,http://ppfp.ucop.edu/info/,47.66,-122.3,466,56:02.8,11:51.9,1/1/1967 0:00,-122.3,47.66,"{""type"":""Point"",""coordinates"":[-122.3,47.66]}"
Julia A. Kovacs,Professor,1,University of Washington,1987,http://ppfp.ucop.edu/info/,47.66,-122.3,467,56:02.8,11:51.9,1/1/1967 0:00,-122.3,47.66,"{""type"":""Point"",""coordinates"":[-122.3,47.66]}"
Sara C. Billey,Associate Professor,1,University of Washington,1994,http://ppfp.ucop.edu/info/,47.66,-122.3,468,56:02.8,11:51.9,1/1/1967 0:00,-122.3,47.66,"{""type"":""Point"",""coordinates"":[-122.3,47.66]}"
Carolyn Pinedo-Turnovsky,Assistant Professor,1,University of Washington,2005,http://ppfp.ucop.edu/info/,47.66,-122.3,469,56:02.8,11:51.9,1/1/1967 0:00,-122.3,47.66,"{""type"":""Point"",""coordinates"":[-122.3,47.66]}"
Timothy Alvin Thornton,Assistant Professor,1,University of Washington,2007,http://ppfp.ucop.edu/info/,47.66,-122.3,470,56:02.8,11:51.9,1/1/1967 0:00,-122.3,47.66,"{""type"":""Point"",""coordinates"":[-122.3,47.66]}"
Dolen Marie Perkins-Valdez,Assistant Professor,1,University of Puget Sound,2003,http://ppfp.ucop.edu/info/,47.27,-122.48,471,56:02.8,11:51.9,1/1/1967 0:00,-122.48,47.27,"{""type"":""Point"",""coordinates"":[-122.48,47.27]}"
Wendy Bohrson,Professor,1,Central Washington University,1993,http://ppfp.ucop.edu/info/,47.27,-120.0,472,56:02.8,11:51.9,1/1/1967 0:00,-120.0,47.27,"{""type"":""Point"",""coordinates"":[-120.0,47.27]}"
Catherine Ulibarri,Professor Emerita,1,Washington State University,1985,http://ppfp.ucop.edu/info/,46.73,-117.15,473,56:02.8,11:51.9,1/1/1967 0:00,-117.15,46.73,"{""type"":""Point"",""coordinates"":[-117.15,46.73]}"
Susan Dexheimer,Associate Professor,1,Washington State University,1990,http://ppfp.ucop.edu/info/,46.73,-117.15,474,56:02.8,11:51.9,1/1/1967 0:00,-117.15,46.73,"{""type"":""Point"",""coordinates"":[-117.15,46.73]}"
Jennifer Moss Burns,Associate Professor,1,"University of Alaska, Anchorage",1997,http://ppfp.ucop.edu/info/,61.23,-149.78,475,56:02.8,11:51.9,1/1/1967 0:00,-149.78,61.23,"{""type"":""Point"",""coordinates"":[-149.78,61.23]}"
D. Lee Taylor,Assistant Professor,1,University of Alaska Fairbanks,1997,http://ppfp.ucop.edu/info/,64.82,-147.88,476,56:02.8,11:51.9,1/1/1967 0:00,-147.88,64.82,"{""type"":""Point"",""coordinates"":[-147.88,64.82]}"
Kysa Nygreen,Assistant Professor,1,University of Massachusetts - Amherst,2005,http://ppfp.ucop.edu/info/,42.41,-72.5,477,56:02.8,11:51.9,1/1/1967 0:00,-72.5,42.41,"{""type"":""Point"",""coordinates"":[-72.5,42.41]}"
Sonya L. Atalay,Assistant Professor,1,"University of Massachusetts, Amherst",2003,http://ppfp.ucop.edu/info/,42.41,-72.5,478,56:02.8,11:51.9,1/1/1967 0:00,-72.5,42.41,"{""type"":""Point"",""coordinates"":[-72.5,42.41]}"
Erik Kupperman,Researcher,1,"Millennium Pharmaceuticals, Inc.",1998,http://ppfp.ucop.edu/info/,42.38,-71.09,479,56:02.8,11:51.9,1/1/1967 0:00,-71.09,42.38,"{""type"":""Point"",""coordinates"":[-71.09,42.38]}"
Vivian Siegel,Director of Education and Outreach,1,Broad Institute of MIT and Harvard,1987,http://ppfp.ucop.edu/info/,42.37,-71.07,480,56:02.8,11:51.9,1/1/1967 0:00,-71.07,42.37,"{""type"":""Point"",""coordinates"":[-71.07,42.37]}"
Gayatri Gopinath,Associate Professor,1,NYU,1998,http://ppfp.ucop.edu/info/,40.73,-73.99,481,56:02.8,11:51.9,1/1/1967 0:00,-73.99,40.73,"{""type"":""Point"",""coordinates"":[-73.99,40.73]}"
Dean Itsuji Saranillio,Assistant Professor,1,NYU,2009,http://ppfp.ucop.edu/info/,40.73,-73.99,482,56:02.8,11:51.9,1/1/1967 0:00,-73.99,40.73,"{""type"":""Point"",""coordinates"":[-73.99,40.73]}"
Kevin Analu Fellezs,Assistant Professor,1,Columbia University,2004,http://ppfp.ucop.edu/info/,40.82,-73.94,483,56:02.8,11:51.9,1/1/1967 0:00,-73.94,40.82,"{""type"":""Point"",""coordinates"":[-73.94,40.82]}"
Luis M. Campos,Assistant Professor,1,Columbia University,2008,http://ppfp.ucop.edu/info/,40.82,-73.94,484,56:02.8,11:51.9,1/1/1967 0:00,-73.94,40.82,"{""type"":""Point"",""coordinates"":[-73.94,40.82]}"
Janna Levin,Associate Professor,1,Columbia University - Barnard College,1995,http://ppfp.ucop.edu/info/,40.82,-73.94,485,56:02.8,11:51.9,1/1/1967 0:00,-73.94,40.82,"{""type"":""Point"",""coordinates"":[-73.94,40.82]}"
Gretchen Purser,Assistant Professor,1,Syracuse University,2009,http://ppfp.ucop.edu/info/,43.06,-76.1,486,56:02.8,11:51.9,1/1/1967 0:00,-76.1,43.06,"{""type"":""Point"",""coordinates"":[-76.1,43.06]}"
Kiron K. Skinner,Associate Professor,1,Carnegie Mellon University,1996,http://ppfp.ucop.edu/info/,40.46,-79.94,487,56:02.8,11:51.9,1/1/1967 0:00,-79.94,40.46,"{""type"":""Point"",""coordinates"":[-79.94,40.46]}"
Susan Graul,Assisant Teaching Professor,1,Carnegie Mellon University,1990,http://ppfp.ucop.edu/info/,40.46,-79.94,488,56:02.8,11:51.9,1/1/1967 0:00,-79.94,40.46,"{""type"":""Point"",""coordinates"":[-79.94,40.46]}"
Martcia Wade,Assistant Professor,1,Carnegie Mellon University,1985,http://ppfp.ucop.edu/info/,40.46,-79.94,489,56:02.8,11:51.9,1/1/1967 0:00,-79.94,40.46,"{""type"":""Point"",""coordinates"":[-79.94,40.46]}"
S. Laurie Sanderson,Professor,1,William and Mary College,1990,http://ppfp.ucop.edu/info/,37.27,-76.71,490,56:02.8,11:51.9,1/1/1967 0:00,-76.71,37.27,"{""type"":""Point"",""coordinates"":[-76.71,37.27]}"
Matthew Milnes,Assistant Professor,1,Mars Hill College,2006,http://ppfp.ucop.edu/info/,35.99,-82.41,491,56:02.8,11:51.9,1/1/1967 0:00,-82.41,35.99,"{""type"":""Point"",""coordinates"":[-82.41,35.99]}"
James M. Pearce,Owner,1,Pearce Consulting,1988,http://ppfp.ucop.edu/info/,37.21,-86.25,492,56:02.8,11:51.9,1/1/1967 0:00,-86.25,37.21,"{""type"":""Point"",""coordinates"":[-86.25,37.21]}"
Eric Yang,Associate Member,1,Ohio University Medical Center,1992,http://ppfp.ucop.edu/info/,40.02,-83.01,493,56:02.8,11:51.9,1/1/1967 0:00,-83.01,40.02,"{""type"":""Point"",""coordinates"":[-83.01,40.02]}"
Dwight McBride,"Associate Provost, Professor",1,Northwestern University,1996,http://ppfp.ucop.edu/info/,42.06,-87.67,494,56:02.8,11:51.9,1/1/1967 0:00,-87.67,42.06,"{""type"":""Point"",""coordinates"":[-87.67,42.06]}"
Sharon Collins,Associate Professor,1,University of Illinois at Chicago,1987,http://ppfp.ucop.edu/info/,41.89,-87.63,495,56:02.8,11:51.9,1/1/1967 0:00,-87.63,41.89,"{""type"":""Point"",""coordinates"":[-87.63,41.89]}"
Ronak Kapadia,Assistant Professor,1,"University of Illinois, Chicago",2012,http://ppfp.ucop.edu/info/,41.89,-87.63,496,56:02.8,11:51.9,1/1/1967 0:00,-87.63,41.89,"{""type"":""Point"",""coordinates"":[-87.63,41.89]}"
Laura E. Bartley,Assistant Professor,1,University of Oklahoma,2007,http://ppfp.ucop.edu/info/,35.21,-97.43,497,56:02.8,11:51.9,1/1/1967 0:00,-97.43,35.21,"{""type"":""Point"",""coordinates"":[-97.43,35.21]}"
Toby Beauchamp,Assistant Professor,1,Oklahoma State University,2010,http://ppfp.ucop.edu/info/,36.16,-96.81,498,56:02.8,11:51.9,1/1/1967 0:00,-96.81,36.16,"{""type"":""Point"",""coordinates"":[-96.81,36.16]}"
Gloria Gonzalez-Lopez,Assistant Professor,1,University of Texas at Austin,2000,http://ppfp.ucop.edu/info/,30.29,-97.73,499,56:02.8,11:51.9,1/1/1967 0:00,-97.73,30.29,"{""type"":""Point"",""coordinates"":[-97.73,30.29]}"
Emilio Zamora, Professor,1,University of Texas at Austin,1987,http://ppfp.ucop.edu/info/,30.29,-97.73,500,56:02.8,11:51.9,1/1/1967 0:00,-97.73,30.29,"{""type"":""Point"",""coordinates"":[-97.73,30.29]}"
Matt Eudora Richardson,Assistant Professor,1,University of Texas at Austin,2005,http://ppfp.ucop.edu/info/,30.29,-97.73,501,56:02.8,11:51.9,1/1/1967 0:00,-97.73,30.29,"{""type"":""Point"",""coordinates"":[-97.73,30.29]}"
Victoria Rodriguez,Professor of Public Affairs,1,University of Texas Austin,1987,http://ppfp.ucop.edu/info/,30.29,-97.73,502,56:02.8,11:51.9,1/1/1967 0:00,-97.73,30.29,"{""type"":""Point"",""coordinates"":[-97.73,30.29]}"
Lisa B. Thompson,Associate Professor,1,"University of Texas, Austin",2000,http://ppfp.ucop.edu/info/,30.29,-97.73,503,56:02.8,11:51.9,1/1/1967 0:00,-97.73,30.29,"{""type"":""Point"",""coordinates"":[-97.73,30.29]}"
John Moran Gonzalez,Associate Professor,1,"University of Texas, Austin",1995,http://ppfp.ucop.edu/info/,30.29,-97.73,504,56:02.8,11:51.9,1/1/1967 0:00,-97.73,30.29,"{""type"":""Point"",""coordinates"":[-97.73,30.29]}"
Angela Miyuki Nonaka,Assistant Professor,1,"University of Texas, Austin",2006,http://ppfp.ucop.edu/info/,30.29,-97.73,505,56:02.8,11:51.9,1/1/1967 0:00,-97.73,30.29,"{""type"":""Point"",""coordinates"":[-97.73,30.29]}"
Shalene Jha,Assistant Professor,1,"University of Texas, Austin",2009,http://ppfp.ucop.edu/info/,30.29,-97.73,506,56:02.8,11:51.9,1/1/1967 0:00,-97.73,30.29,"{""type"":""Point"",""coordinates"":[-97.73,30.29]}"
Margarita Barcelo,Assistant Professor,1,Metropolitan State College of Denver,1994,http://ppfp.ucop.edu/info/,39.75,-104.99,507,56:02.8,11:51.9,1/1/1967 0:00,-104.99,39.75,"{""type"":""Point"",""coordinates"":[-104.99,39.75]}"
Ralph L. Bertrand,Professor,1,Colorado College,1989,http://ppfp.ucop.edu/info/,38.87,-104.79,508,56:02.8,11:51.9,1/1/1967 0:00,-104.79,38.87,"{""type"":""Point"",""coordinates"":[-104.79,38.87]}"
Judith Antell,Director,1,University of Wyoming,1990,http://ppfp.ucop.edu/info/,41.31,-105.59,509,56:02.8,11:51.9,1/1/1967 0:00,-105.59,41.31,"{""type"":""Point"",""coordinates"":[-105.59,41.31]}"
Lilia Soto,Assistant Professor,1,University of Wyoming,2008,http://ppfp.ucop.edu/info/,41.31,-105.59,510,56:02.8,11:51.9,1/1/1967 0:00,-105.59,41.31,"{""type"":""Point"",""coordinates"":[-105.59,41.31]}"
Carri M Lyda,Board President,1,Tooele Valley Academy of Dance,1994,http://ppfp.ucop.edu/info/,40.85,-112.1,511,56:02.8,11:51.9,1/1/1967 0:00,-112.1,40.85,"{""type"":""Point"",""coordinates"":[-112.1,40.85]}"
Iliana Reyes,Associate Professor,1,University of Arizona,2001,http://ppfp.ucop.edu/info/,32.24,-110.94,512,56:02.8,11:51.9,1/1/1967 0:00,-110.94,32.24,"{""type"":""Point"",""coordinates"":[-110.94,32.24]}"
Lehman Benson,Associate Professor,1,University of Arizona,1994,http://ppfp.ucop.edu/info/,32.24,-110.94,513,56:02.8,11:51.9,1/1/1967 0:00,-110.94,32.24,"{""type"":""Point"",""coordinates"":[-110.94,32.24]}"
Minayo Anne Nasiali,Assistant Professor,1,University of Arizona,2010,http://ppfp.ucop.edu/info/,32.24,-110.94,514,56:02.8,11:51.9,1/1/1967 0:00,-110.94,32.24,"{""type"":""Point"",""coordinates"":[-110.94,32.24]}"
Joseph Aguayo,Training Analyst,1,Psychoanalytic Center of California,1989,http://ppfp.ucop.edu/info/,34.05,-118.4,515,56:02.8,11:51.9,1/1/1967 0:00,-118.4,34.05,"{""type"":""Point"",""coordinates"":[-118.4,34.05]}"
J. Richard Olivas,Professor,1,West Los Angeles College,1997,http://ppfp.ucop.edu/info/,34.02,-118.37,516,56:02.8,11:51.9,1/1/1967 0:00,-118.37,34.02,"{""type"":""Point"",""coordinates"":[-118.37,34.02]}"
Kathleen S. Yep,Associate Professor,1,Pitzer College,2002,http://ppfp.ucop.edu/info/,34.24,-117.66,517,56:02.8,11:51.9,1/1/1967 0:00,-117.66,34.24,"{""type"":""Point"",""coordinates"":[-117.66,34.24]}"
Emily Chao,Professor,1,Pitzer College,1995,http://ppfp.ucop.edu/info/,34.24,-117.66,518,56:02.8,11:51.9,1/1/1967 0:00,-117.66,34.24,"{""type"":""Point"",""coordinates"":[-117.66,34.24]}"
Robin Todd Wilson,Associate Professor,1,Cal Poly Pomona,2006,http://ppfp.ucop.edu/info/,34.09,-117.75,519,56:02.8,11:51.9,1/1/1967 0:00,-117.75,34.09,"{""type"":""Point"",""coordinates"":[-117.75,34.09]}"
Elizabeth A. Allegretto,Researcher,1,Ligand Pharmaceuticals,1988,http://ppfp.ucop.edu/info/,32.94,-117.21,520,56:02.8,11:51.9,1/1/1967 0:00,-117.21,32.94,"{""type"":""Point"",""coordinates"":[-117.21,32.94]}"
Bonnie Bertolaet,Scientist,1,Triad Therapeutics,1997,http://ppfp.ucop.edu/info/,32.94,-117.14,521,56:02.8,11:51.9,1/1/1967 0:00,-117.14,32.94,"{""type"":""Point"",""coordinates"":[-117.14,32.94]}"
Cristina P. Sandoval,Director,1,Coil Oil Point Reserve,1994,http://ppfp.ucop.edu/info/,34.81,-119.81,522,56:02.8,11:51.9,1/1/1967 0:00,-119.81,34.81,"{""type"":""Point"",""coordinates"":[-119.81,34.81]}"
Luz Maria Mena,Instructor,1,CIIS,2002,http://ppfp.ucop.edu/info/,37.79,-122.4,523,56:02.8,11:51.9,1/1/1967 0:00,-122.4,37.79,"{""type"":""Point"",""coordinates"":[-122.4,37.79]}"
Desiree A. Thayer,Postdoctral Fellow,1,UCSF,2007,http://ppfp.ucop.edu/info/,37.76,-122.46,524,56:02.8,11:51.9,1/1/1967 0:00,-122.46,37.76,"{""type"":""Point"",""coordinates"":[-122.46,37.76]}"
Patricia Caldera-Munoz,Academic Coordinator,1,"University of California, San Francisco",1988,http://ppfp.ucop.edu/info/,37.76,-122.46,525,56:02.8,11:51.9,1/1/1967 0:00,-122.46,37.76,"{""type"":""Point"",""coordinates"":[-122.46,37.76]}"
Megan Patricia Flanagan,Research Seismologist,1,Lawrence Livermore National Laboratory,1994,http://ppfp.ucop.edu/info/,37.73,-121.34,526,56:02.8,11:51.9,1/1/1967 0:00,-121.34,37.73,"{""type"":""Point"",""coordinates"":[-121.34,37.73]}"
Hector Lorenzana,Deputy Division Leader,1,Lawrence Livermore National Laboratory,1990,http://ppfp.ucop.edu/info/,37.73,-121.34,527,56:02.8,11:51.9,1/1/1967 0:00,-121.34,37.73,"{""type"":""Point"",""coordinates"":[-121.34,37.73]}"
Sarah Elyse Baker,Staff Scientist,1,Lawrence Livermore National Laboratory,2007,http://ppfp.ucop.edu/info/,37.73,-121.34,528,56:02.8,11:51.9,1/1/1967 0:00,-121.34,37.73,"{""type"":""Point"",""coordinates"":[-121.34,37.73]}"
Elizabeth Montalvo,Scientist,1, Chevron Oil,2010,http://ppfp.ucop.edu/info/,37.82,-121.92,529,56:02.8,11:51.9,1/1/1967 0:00,-121.92,37.82,"{""type"":""Point"",""coordinates"":[-121.92,37.82]}"
Sandra Patricia Garcia,R&D Scientist,1,Agilent Technologies,2007,http://ppfp.ucop.edu/info/,37.38,-121.96,530,56:02.8,11:51.9,1/1/1967 0:00,-121.96,37.38,"{""type"":""Point"",""coordinates"":[-121.96,37.38]}"
Carlos Juarez,Professor,1,Hawaii Pacific University,1994,http://ppfp.ucop.edu/info/,21.35,-157.8,531,56:02.8,11:51.9,1/1/1967 0:00,-157.8,21.35,"{""type"":""Point"",""coordinates"":[-157.8,21.35]}"
Heather Van Epps,Senior Scientist,1,Seattle Genetics,2006,http://ppfp.ucop.edu/info/,47.82,-122.15,532,56:02.8,11:51.9,1/1/1967 0:00,-122.15,47.82,"{""type"":""Point"",""coordinates"":[-122.15,47.82]}"
Nora Hartsfield,Deceased Aug 2011,1,Western Washington University,1986,http://ppfp.ucop.edu/info/,48.81,-122.46,533,56:02.8,11:51.9,1/1/1967 0:00,-122.46,48.81,"{""type"":""Point"",""coordinates"":[-122.46,48.81]}"
Elizabeth R. Schermer,Associate Professor,1,Western Washington University,1989,http://ppfp.ucop.edu/info/,48.81,-122.46,534,56:02.8,11:51.9,1/1/1967 0:00,-122.46,48.81,"{""type"":""Point"",""coordinates"":[-122.46,48.81]}"
William Bauer,Associate Professor,1,"University of Nevada, Las Vegas",2005,http://ppfp.ucop.edu/info/,36.15,-115.14,535,56:02.8,11:51.9,1/1/1967 0:00,-115.14,36.15,"{""type"":""Point"",""coordinates"":[-115.14,36.15]}"
Angela A. Steffen,Vice President,1,Client Services for Exponent,1988,http://ppfp.ucop.edu/info/,37.51,-122.12,536,56:02.8,11:51.9,1/1/1967 0:00,-122.12,37.51,"{""type"":""Point"",""coordinates"":[-122.12,37.51]}"
Stephen Lockhart,Regional VP,1,East Bay Sutter Health,1988,http://ppfp.ucop.edu/info/,37.85,-122.25,537,56:02.8,11:51.9,1/1/1967 0:00,-122.25,37.85,"{""type"":""Point"",""coordinates"":[-122.25,37.85]}"
